formula,images
"\{ b ^ { \pm } ( \kappa ) , c ^ { \mp } ( \kappa ) \} = \delta ( \kappa - \kappa ^ { \prime } ) .",21115562d4.png
"\frac { \partial } { \partial t } | _ { x ^ { \alpha } } = \frac { \partial } { \partial t } | _ { \sigma ^ { \alpha } } + \frac { \partial \sigma ^ { \beta } } { \partial t } | _ { x ^ { \alpha } } \frac { \partial } { \partial \sigma ^ { \beta } } ,",49d85ba360.png
"\Gamma _ { \mu } ( k ^ { \prime } , k ^ { \prime \prime } ) = \sum _ { i = 1 } ^ { 2 4 } F _ { i } ( k ^ { 2 } , q ^ { 2 } , k \cdot q ) \Gamma _ { \mu } ^ { i } ( k , q )",6a5dfc1459.png
\dot { \xi } _ { i } + \frac { \lambda } { 2 \pi } \partial _ { i } \Phi ( x ) \xi _ { j } \dot { \xi } _ { j } = 0 .,53150c2936.png
"\{ q , P \} = 1 ; \{ q , q \} = \{ P , P \} = 0 ,",2f46532519.png
H _ { n } ( 1 ; \mu ) = \sum _ { k = 1 } ^ { n } X _ { k } ( - \mu ^ { 2 } ) ^ { n - k } + ( - \mu ^ { 2 } ) ^ { n } H _ { 0 } ( 1 ; \mu ) .,7ac0b77599.png
\frac { 1 } { \sqrt { 2 \pi \hbar { \cos } Q ( T ) } } e x p \{ - \int _ { 0 } ^ { T } d t ( \frac { \partial \omega ( t ) } { \partial t } \frac { \cos 2 Q ( t ) } { 4 \omega ( t ) } ) \} .,113a36aaed.png
P _ { + } - P _ { - } = \lambda _ { + } ^ { - 1 } \lambda _ { - } ^ { - 1 } V ^ { * } P ( E _ { - - } E _ { + } ) P V,1f61ad5e40.png
( \Delta \nu ) _ { Q } = \frac { \nu _ { v i b } } { 2 } [ 2 ( v ^ { \prime } + \frac { 1 } { 2 } + c _ { 0 } + c _ { 1 } J ( J + 1 ) ) ] _ { < ( \gamma _ { 0 } + \gamma _ { 1 } J ( J + 1 ) ) / 2 > },5536695367.png
"( t , 0 , 0 , \beta t ) \equiv ( t , 0 , 0 , ( \beta - \beta _ { r e l } ^ { s y n c h } ) t + \delta ) ,",371ae794dd.png
"( \mu \frac { \partial } { \partial \mu } + \beta ( \lambda ) \frac { \partial } { \partial \lambda } + m \gamma _ { m } ( \lambda ) \frac { \partial } { \partial m } - \gamma _ { \phi } ( \lambda ) ) \Gamma ^ { ( 2 ) } ( p , \lambda , m , \mu , T ) = 0",67ca21b336.png
"S _ { g a u g e } = - \frac { 1 } { 2 \kappa ^ { 2 } } \int d ^ { 1 0 } x e ^ { - 2 \Phi } \frac { \alpha ^ { \prime } } { 8 } t r F ^ { 2 } ,",12c31ca676.png
"\stackrel { ( - 1 , 0 ) } { \Phi } _ { \beta _ { L - 2 k } } ^ { * ( 1 ) } = \delta _ { 1 }",1fb8c5db89.png
A = c _ { 1 } \frac { \Gamma ( t ) \Gamma ( s ) } { \Gamma ( 1 + s + t ) } ( s a _ { 1 } - t a _ { 2 } ) \delta ^ { p + 1 } ( p _ { 1 } + p _ { 2 } ),1ef03bfb5b.png
d s ^ { 2 } = \frac { 4 d u d v } { H ^ { 2 } ( u + v ) ^ { 2 } } .,445389d817.png
"J ( \sigma , \tau ) = D e t ( \bar { P } ^ { \dag } \bar { P } ) ^ { \frac { 1 } { 2 } } [ d e t ( \bar { k } ^ { i } , ( 1 - \bar { P } \frac { 1 } { \bar { P } ^ { \dag } \bar { P } } \bar { P } ^ { \dag } ) \bar { k } ^ { j } ) ] ^ { \frac { 1 } { 2 } } .",13e32c5488.png
\varphi \longrightarrow e x p [ i ( q _ { L } \alpha _ { L } + q _ { R } \alpha _ { R } ) ] \varphi,66bf694f89.png
"m _ { i } = \frac { 1 } { 2 } , n _ { j } = 1 , l _ { k } = 0 .",5b41fb72d5.png
\lambda _ { g } = \frac { 1 } { 2 } - \frac { 1 2 } { \pi ^ { 2 } N },4efa32ae80.png
L _ { f } = - \frac { 1 } { 2 } \bar { \lambda } ^ { a } \hat { D } \lambda ^ { a } - \frac { 1 } { 2 } \bar { \chi } ^ { a } \hat { D } \chi ^ { a } - \frac { k } { 2 } \bar { \lambda } ^ { a } \chi ^ { a },2f2825bfca.png
"\psi ( t , x ) = e ^ { - i \omega t } \phi ( x ) .",22b0d34284.png
"\frac { 1 } { n } \sum _ { \beta } W ^ { 0 \beta } ( I _ { \beta } ) _ { i i } = P _ { i } = \frac { | V _ { i } \rangle \langle V _ { i } | } { \langle V _ { i } | V _ { i } \rangle } ,",4d7cae4e57.png
\Delta _ { 0 } 2 \sigma = - 2 \pi _ { \bar { z } } ^ { z } \pi _ { z } ^ { \bar { z } } e ^ { - 2 \sigma } - \sum _ { n } m _ { n } \delta ^ { 2 } ( z - z _ { n } ^ { c } ),304fe352a6.png
"n _ { c l } = ( \sin ( \varphi _ { \omega } ) \cos ( \omega t ) , \sin ( \varphi _ { \omega } ) \sin ( \omega t ) , - \cos ( \varphi _ { \omega } ) )",48192a95a7.png
"- q _ { t t } = \frac { 1 } { q _ { R R } } = 1 - ( \frac { 2 M } { M _ { p } ^ { 2 } } ) \frac { 1 } { R } ,",27e1e6cc22.png
r e s | _ { \rho = \ae _ { J } } g _ { J } \cdot t _ { J } = \widehat { c o n s t _ { J } },2b6b5bad11.png
"G ( a , b , n ) = \sqrt { F ( a , b , n ) \wp ( n - 1 , - ( n - 1 ) \lambda , a , b ) F ( a , b , n ) } ,",735e8ca20e.png
\eta _ { + - } = \eta _ { - + } = \eta _ { x \bar { x } } = \eta _ { \bar { x } x } = 1 .,34441601b9.png
"\Phi = \tilde { \Phi } , \Psi = F \tilde { \Psi } , ( \tilde { \Psi } = G \Psi ) , \Phi ^ { i } = e _ { \mu } ^ { i } f _ { a } ^ { \mu } \tilde { \Phi } ^ { a } , ( \tilde { \Phi } ^ { a } = f _ { \mu } ^ { a } e _ { i } ^ { \mu } \Phi ^ { i } ) .",146e759623.png
\Delta Q _ { A } = \frac { N } { \pi } \int d ^ { 2 } x f _ { E } = 2 N k,29b0a69095.png
Y _ { 4 } ^ { ( 2 ) } = t r R ^ { 2 } + 2 S t r F _ { 9 } ^ { 2 } - 2 S t r F _ { 5 } ^ { 2 } .,6da566a9ae.png
"\alpha = \alpha ( T _ { n } ) ; \lambda = \lambda ( T _ { n } ) ,",62ff2459f5.png
t \approx ( 1 . 1 \times 1 0 ^ { 8 3 7 } y r ) e x p [ \frac { 2 1 3 6 ( Q - Q _ { * } ) } { Q _ { * } } ] .,423894e683.png
f ( \Phi ) = \sum _ { \vec { n } } f _ { \vec { n } } \Theta _ { \vec { n } } + i r r e l e v a n t t e r m s .,125a64feef.png
"\psi _ { L } ^ { ' } = L \psi _ { L } , ( D e t L = 1 )",13dcc3b594.png
"\varphi ( e ^ { - \beta x } , y , z ) = g ( x , x - y , x - y - z ) .",681689a98e.png
"m _ { B R } ^ { 2 } = | Z ( p , q ) | ^ { 2 }",2c0a4dee30.png
"e x p \{ \frac { 1 } { 2 } C _ { \sigma } ( | \vec { p } | ) ( A _ { \vec { p } , \sigma } ^ { a + } + i \int d ^ { 4 } x J ^ { \mu , a } ( x ) f _ { p , \mu } ^ { \sigma } ( x ) ) ^ { 2 } \} | 0 \rangle",25fc9e7754.png
E _ { B I } = \int d \theta d \phi H,239f8920f2.png
"N _ { E M D } ( 0 ) = ( \frac { \gamma ^ { 2 } } { \alpha ^ { 2 } + \gamma ^ { 2 } } ) ,",74b087cb80.png
"D _ { \alpha } S \equiv ( D _ { \alpha } - i B _ { \alpha } ) S , D _ { \alpha } \overline { S } \equiv ( D _ { \alpha } + i B",33fe3185e0.png
"U ( p ) = e x p ( - i \hbar ^ { - 1 } \sum _ { \mu = 0 } ^ { 3 } p _ { \mu } g _ { \mu , \mu } Q _ { \mu } )",70304ca877.png
x y z = - ( - w ) ^ { n } - ( \frac { m } { 1 - q ^ { 2 } } ) ^ { n } z ^ { 2 } + ( \frac { \zeta _ { 3 } } { q - 1 } ) ^ { n } z,748c646530.png
"\{ P _ { I } , P _ { J } \} ^ { x } \equiv 2 K ^ { x } ( I , J )",522ea16d10.png
\frac { 1 } { 4 } G _ { I J } \beta ^ { I } \beta ^ { J } = 1 - \frac { V ( \phi ) } { ( a \langle T \rangle + U ( \phi ) ) ^ { 2 } } \ge 0 .,4309be8561.png
\tilde { \rho } _ { \Psi } = \frac { 1 } { 2 } ( \frac { d \Psi } { d \tilde { t } } ) ^ { 2 } .,20892f66f9.png
U = \frac { 3 \langle N \rangle } { 2 \beta } [ 1 + \frac { \langle M \rangle } { 2 V } \lambda _ { T } ^ { 3 } \alpha ( q ) - \frac { \langle M \rangle ^ { 2 } } { 1 6 V ^ { 2 } } \lambda _ { T } ^ { 6 } \Lambda + \dots ],1c7d280aff.png
"M ^ { A B } ( x ) = \frac { 1 } { 4 } f M ^ { A B } ( x ) ,",8acd8151eb.png
"\mu ^ { A u i } = 0 , M _ { i j } ^ { \prime \beta A } = b _ { i j } \eta ^ { \beta A } ,",9389b778ab.png
( \Phi _ { 1 } \Phi _ { 2 } ) ^ { \dagger } = \Phi _ { 2 } ^ { \dagger } \Phi _ { 1 } ^ { \dagger },23f791e51b.png
\beta ^ { T } = - [ \frac { 1 } { 4 A } \partial _ { \chi } ^ { 2 } T - ( \pm A ) \partial _ { \Omega } ^ { 2 } T ] .,14a9966c44.png
"R _ { \mu \nu } = 0 , 5 m m \frac { \partial V } { \partial \phi ^ { I } } = 0 .",740e9fd7b5.png
e x p ( \frac { 1 } { 2 } \theta ^ { \alpha a } \sigma _ { \alpha \dot { \beta } } ^ { \mu } \gamma _ { a \dot { b } } ^ { m } \bar { \theta } ^ { \dot { \beta } \dot { b } } \partial _ { \mu } \tilde { \partial } _ { m } ) W ( F ),67cdc38bc4.png
\frac { ( b _ { i } m _ { j } ^ { i } \tilde { b } ^ { j } ) ^ { N _ { f } - 1 } } { ( d e t m ) ^ { 2 } } ( \Lambda ^ { 2 N _ { f } - 3 } ) ^ { N _ { f } - 3 },45b2b00c90.png
"\frac { d z } { d r } = e ^ { 2 A } , 1 c m \psi \rightarrow e ^ { - 3 A / 2 } \psi",702a6a1e50.png
\hat { h } _ { v } ^ { - 1 } \frac { \sinh m x } { \cosh ^ { 2 s _ { 0 } + 2 } m x } = \int \frac { d k } { k ^ { 2 } + m ^ { 2 } } | \varphi _ { k } > < \varphi _ { k } | \frac { \sinh m x } { \cosh ^ { 2 s _ { 0 } + 2 } m x } >,6d41e48824.png
R \tilde { R } \equiv \eta ^ { \mu \nu \rho \sigma } R _ { \mu \nu } ^ { \kappa \lambda } R _ { \rho \sigma \kappa \lambda },1bbbbef893.png
"0 \le X _ { 3 } ^ { 2 } + Z _ { 3 } \le 1 , Y _ { 3 } ^ { 2 } + U _ { 3 } + V _ { 3 } = 1 ,",14df5b9f80.png
"[ A , \partial \Phi _ { 0 } / \partial \bar { z } ^ { l } ] = B _ { l } , l = 1 , \dots , m ,",6deb0dab1a.png
"\beta ( k , p ) = \frac { - i } { 2 \pi } \int _ { - \infty } ^ { \infty } d x \frac { e ^ { i ( p _ { 1 } + q _ { 1 } ) x _ { 1 } } } { \sqrt { 4 \omega _ { p } \omega _ { k } } } F ( k , p , x ) \delta ( p _ { 2 } + q _ { 2 } ) \delta ( p _ { 3 } + q _ { 3 } )",7982a539a4.png
M = \gamma ^ { 0 } \dots \gamma ^ { p },6b2d47bdb0.png
"Z ( t ) = \frac { \sqrt { \pi } } { 2 } \frac { 1 } { b \hbar ^ { 2 } t ^ { 3 / 2 } } F ( \frac { 1 } { 2 } , \frac { 1 } { 2 } ; 1 ; \frac { b ^ { 2 } - g ^ { 2 } } { 2 b ^ { 2 } } ) .",4ff76e631f.png
\frac { d ( \xi p ) } { d \xi } = - \varepsilon .,76db24e1e4.png
"J _ { G } [ u ] = d e t | | \partial _ { t } - \frac { \delta u ( a ( t ) , t ) } { \delta a ( t ) } | | .",22f5b466de.png
\tilde { \delta } [ \phi - \phi _ { c l } ] = \tilde { \delta } [ \dot { \phi } ^ { a } - \omega ^ { a b } \partial _ { b } H ] d e t [ \delta _ { b } ^ { a } \partial _ { t } - \omega ^ { a c } \partial _ { c } \partial _ { b } H ],2e023f2d8f.png
"\frac { r } { l } = \frac { 1 } { y ^ { 1 / 2 } } ( 1 + \frac { 1 } { 4 } y + \frac { \lambda ^ { 2 } } { 2 l ^ { d - 2 } d } y ^ { d / 2 } ) ,",66b984406e.png
"S _ { 0 } ^ { \prime } = \int d ^ { 3 } x ( \frac { 1 } { 1 2 } H _ { \mu \nu \alpha } ^ { a } H ^ { a \mu \nu \alpha } + \frac { 1 } { 2 } \partial _ { \mu } \varphi ^ { a } \partial ^ { \mu } \varphi ^ { a } ) ,",21fb34210e.png
"e ^ { 2 h } = \rho , 5 \lambda = \frac { 1 } { 4 } \log \rho - \rho .",926ba94692.png
"F ( \mu , y ) = - \ln [ 4 \pi \mu y ( 1 - y ) ] + J ( \mu y ) + J ( \mu ( 1 - y ) ) - J ( \mu ) ,",3e2b2079de.png
"H = i [ \beta ^ { i } , \beta ^ { 0 } ] \partial _ { i } + m \beta ^ { 0 } .",34a0fbeb83.png
H = 1 + \frac { 4 \pi g N } { r ^ { 4 } } = 1 + \frac { R ^ { 4 } } { r ^ { 4 } },6fb04d831b.png
"M = - G / | d e t G | ^ { 1 / 2 } ,",1b94fcf0e3.png
c _ { 0 } ^ { 2 } = \frac { 4 } { \Delta } ( c _ { 3 } ^ { 2 } - 1 ) .,76db926c2e.png
"[ e ^ { i \theta _ { i } t _ { i } } \psi ] ( r , g ) = \psi ( r , e ^ { - i \theta _ { i } \frac { \sigma _ { i } } { 2 } } g ) .",27418345fb.png
\frac { F } { V } = - \sum _ { \stackrel { n = 1 } { n o d d } } ^ { \infty } \sum _ { k = 1 } ^ { \infty } \frac { 2 } { k } ( \frac { 1 } { 4 \pi ^ { 2 } \alpha ^ { \prime } \tau _ { 2 } } ) ^ { 5 } e ^ { - n ^ { 2 } \beta ^ { 2 } / 4 \pi \alpha ^ { \prime } \tau _ { 2 } } \sum _ { M } e ^ { - \pi \alpha ^ { \prime } \tau _ { 2 } M ^ { 2 } },4d0b77b97f.png
\mu _ { k } = \prod _ { i = 1 } ^ { k } ( e _ { 1 1 } ^ { ( k ) } - e _ { 2 2 } ^ { ( k ) } ) = \prod _ { i = 1 } ^ { k } ( 1 - 2 a ^ { * } a ),3496b10ca2.png
- \frac { i } { 2 } d e t ( e _ { M } ^ { A } ) \overline { \psi } _ { A } \Gamma ^ { A B C } D _ { B } \psi _ { C },6fad62bc7c.png
"S = - \frac { i } { 2 \pi } \int _ { 0 } ^ { \pi } d \sigma ^ { 1 } \int _ { - \infty } ^ { \infty } d \sigma ^ { 0 } \Psi ( \sigma ^ { 0 } , \sigma ^ { 1 } ) \rho _ { \alpha } \partial _ { \alpha } \Psi ( \sigma ^ { 0 } , \sigma ^ { 1 } ) ,",12703f8f90.png
\langle X ^ { 2 } \rangle _ { N } \propto ( \ln N ) ^ { 2 } .,41b8cfe819.png
"H _ { 0 } = \frac { 1 } { 2 \gamma } \int p ^ { 2 } ( x ) d x ,",7d1bf43966.png
"\triangle _ { \mu \nu } = - ( \frac { i } { 3 2 \pi ^ { 2 } } ) g _ { \mu \nu } ,",761bd14678.png
"L ^ { i j } = r ^ { i } p ^ { j } - r ^ { j } p ^ { i } , S ^ { i j } = \frac { 1 } { 2 i } [ \psi ^ { i } , \psi ^ { j } ] .",39f3b8380c.png
L _ { N B I } = ( 2 \pi \alpha ^ { \prime } g ) ^ { - 2 } T r [ I - \sqrt { d e t ( \delta _ { a b } I + 2 \pi \alpha ^ { \prime } g F _ { a b } ) } ] .,22e977ce48.png
Q ( \alpha ) = e ^ { \alpha R } Q _ { B H } e ^ { - \alpha R },21bc63aa45.png
"\chi _ { y } = y ^ { \frac { \hat { c } } { 2 } } l i m _ { \tau \rightarrow i \infty } Z ( \tau , 0 ) ,",194c12b9e7.png
"\stackrel { . } { \phi ^ { A } } \approx 0 ,",f0e2f1056c.png
( i v ) P ^ { \dagger } G P = - G .,74b733e54c.png
"( \sigma ^ { 1 } , \sigma ^ { 2 } ) \sim ( 4 \pi l - \sigma ^ { 1 } , \sigma ^ { 2 } + \pi ) .",4cba93d94a.png
z _ { k } = i e ^ { - \theta _ { k } } e ^ { - i \pi \frac { ( 1 + c ( k ) ) } { 2 h } },2e52299c23.png
"\Pi _ { 0 \mu } ^ { t h e r m a l } ( k _ { 0 } \neq 0 , 0 ) = 0",759ba7ecf9.png
i : ( \begin{array} { c } \alpha _ { 1 } \\ \alpha _ { 2 } \\ \alpha _ { 3 } \\ \alpha _ { 4 } \\ \alpha _ { 5 } \\ \alpha _ { 6 } \\ \alpha _ { 7 } \\ \alpha _ { 8 } \end{array} ) \rightarrow,13096b2026.png
"\ddot { V } _ { k } ^ { R } = ( \vec { \partial } ^ { 2 } - M ^ { 2 } ) V _ { k } ^ { R } ,",7b14c8cfc5.png
"( x , y ) = ( L ^ { + } , L ^ { - } ) \cdot ( T , T ) ^ { - 1 } ,",6f4188c36d.png
L = \frac { 1 } { 2 } ( \dot { x } _ { i } ) ^ { 2 } + \frac { i } { 2 } \psi _ { i } \dot { \psi } _ { i } + e A _ { i } \dot { x } _ { i } +,36ce8ccfb5.png
\d ( Q _ { 0 } Q _ { 1 } Q _ { 2 } ) = \d Q _ { 0 } \d Q _ { 1 } \d Q _ { 2 } - \Lambda _ { 1 } ^ { 4 } \d Q _ { 2 } - \Lambda _ { 2 } ^ { 4 } \d Q _ { 0 } .,7a1e7ef836.png
\phi ( z ) = [ ( z - \alpha ) ( z - \beta ) ] ^ { q } .,743faab4cb.png
"\frac { E } { | \tilde { S } | } = \frac { 2 } { 3 } M \Phi _ { 0 } ^ { 2 } ,",2feec640cf.png
\delta _ { \tilde { \omega } } ^ { a x i a l } q = 2 i \tilde { \omega } ( q + m ) .,583df977ce.png
"\{ Q ^ { a } ( r ) , Q ^ { b } ( r ^ { \prime } ) \} = - \epsilon _ { c } ^ { a b } Q ^ { c } ( r ) \delta ( r - r ^ { \prime } ) .",48254cc8ee.png
\zeta = \dot { \chi } ( d \chi + \star d h ) + \frac { 1 } { 4 } \dot { h } d h,e1b324bbbd.png
"[ L _ { n } , L _ { m } ] = ( n - m ) L _ { n + m } + \frac { n ^ { 3 } - n } { 1 2 } \delta _ { n + m } .",3daf4465f2.png
"H ^ { 1 } ( R P ^ { 2 } , Z ) = Z _ { 2 } , H ^ { 1 } ( K ^ { 2 } , Z ) = Z \oplus Z _ { 2 } .",3d5b3c976a.png
"\{ Q _ { \alpha } , Q _ { \beta } \} = \gamma _ { \alpha \beta } ^ { \mu _ { 1 } \mu _ { 2 } \mu _ { 3 } } T _ { \mu _ { 1 } \mu _ { 2 } \mu _ { 3 } } + \gamma _ { \alpha \beta } ^ { \mu _ { 1 } \cdots \mu _ { 7 } } Z _ { \mu _ { 1 } \cdots \mu _ { 7 } } ^ { + }",16f50f64bb.png
L ( N ^ { - 1 } N ^ { \prime } + K ^ { - 1 } K ^ { \prime } ) = \pm 2 | \Lambda | ^ { 1 / 2 } .,4054124e28.png
"M = Q [ \partial _ { t } ] = \mu \frac { \Sigma _ { d - 2 } } { \Omega _ { d - 2 } } ,",747530cac8.png
"H ( \theta , \varphi ) = b \vec { R } ( \theta , \varphi ) \cdot \vec { J } = b ( \sin \theta \cos \varphi J ^ { 1 } + \sin \theta \sin \varphi J ^ { 2 } + \cos \theta J ^ { 3 } ) ,",5b1549beef.png
A _ { i } ^ { ( a ) } = \frac { f } { 2 } \delta _ { i } ^ { ( a ) } .,42df536098.png
( 1 + \frac { K } { 2 f _ { 5 } } ) d x ^ { + } d x ^ { - } + \frac { R _ { s } ^ { 2 } } { R ^ { 2 } } ( h + \frac { K } { 4 f _ { 5 } } ) d x ^ { - } d x ^ { - } + \frac { R ^ { 2 } } { R _ { s } ^ { 2 } } \frac { K } { 4 f _ { 5 } } d x ^ { + } d x ^ { + },54829dee9a.png
"K = \sigma _ { \mu } x ^ { \mu } = [ \begin{array} { c c } q ( x ^ { 0 } - x ^ { 3 } ) & - [ 2 ] ^ { 1 / 2 } q ^ { - 1 / 2 } x ^ { + } \\ - [ 2 ] ^ { 1 / 2 } q ^ { 1 / 2 } x ^ { - } & q x ^ { 0 } + q ^ { - 1 } x ^ { 3 } \end{array} ] \equiv [ \begin{array} { c c } q D & B \\ A & C / q \end{array} ] ,",66be313ff8.png
"\frac { \partial } { \partial x ^ { \alpha } } \Gamma _ { r } ^ { \alpha \beta \gamma } ( x , y , z ) = \frac { i } { 4 \pi ^ { 2 } } \varepsilon ^ { \beta i \gamma j } \frac { \partial } { \partial y ^ { i } } \frac { \partial } { \partial z ^ { j } } \delta ( x - y ) \delta ( x - z ) .",63738a4503.png
( \dot { \iota } ^ { A } + \frac { 1 } { 2 } \dot { \overline { m } } \iota ^ { A } - \acute { o } ^ { A } ) o _ { A } = 0 .,5e5c0e6560.png
"s - l i m _ { \delta \rightarrow \infty } O ( H , H _ { 0 } ) T ( \delta ) \rightarrow 1",56911aac9e.png
"L = \frac { 1 } { 8 } T ^ { \mu \nu , \alpha } T _ { \mu \nu , \alpha } + \frac { a _ { 1 } } { 2 } T ^ { \mu \nu , \alpha } T _ { \mu \alpha , \nu } + \frac { a _ { 2 } } { 2 } T ^ { \mu } T _ { \mu }",60e0c19c9c.png
d s _ { ( 0 ) } ^ { 2 } = - d t ^ { 2 } + [ R ^ { ( 0 ) } ( t ) ] ^ { 2 } d \Omega _ { k } ^ { 2 } + \phi ^ { ( 0 ) } ( t ) ( d x ^ { 5 } ) ^ { 2 },4144858425.png
n = 1 :,cf4730aa58.png
"\hat { g } = - ( d x ^ { 0 } ) ^ { 2 } + ( d x ^ { 1 } ) ^ { 2 } + ( d r ^ { 2 } + r ^ { 2 } d \Omega _ { 8 } ^ { 2 } ) ,",36b2d3fb20.png
"[ ( 2 , \chi _ { 1 } ^ { 1 } ) \oplus ( - 1 , \chi _ { 2 } ^ { 1 } ) ] \otimes ( a , \chi _ { i } ^ { l } ) = ( a + 2 , \chi _ { i } ^ { l } ) \oplus ( a - 1 , \chi _ { i } ^ { l } \otimes \chi _ { 2 } ^ { 1 } ) ,",33d83c8d0b.png
"\{ F _ { X } , F _ { Y } \} _ { r } = \{ F _ { X } , F _ { Y } \} - < J , [ V _ { F _ { X } } , V _ { F _ { Y } } ] > ,",7ba57bac84.png
\hat { \phi } \rightarrow U \hat { \phi } U ^ { \dagger } .,5b0bb80629.png
"[ f ^ { k } ( \vec { x } ) , f ^ { j } ( \vec { y } ) ] = - i m \epsilon ^ { k j } \delta ( \vec { x } - \vec { y } ) ,",57aa9d938d.png
V _ { 0 } = - \frac { 1 } { 2 } [ \xi ( \Phi ) T _ { \alpha } \wedge \ast T ^ { \alpha } + \omega ( \Phi ) R ^ { \alpha \beta } \eta _ { \alpha \beta } ] .,127a334953.png
f ( x ) = 1 + ( - 1 ) ^ { \delta } e ^ { i Z _ { N } ( x + i \eta ) },1ed3dc828b.png
"\tilde { H } _ { i , r } = v ^ { j } * H _ { j i , r } , * H _ { , r } ^ { i j } = \frac { \epsilon ^ { i j k l } } { 2 ! \sqrt { - g } } H _ { k l , r } ,",5aa5793bd3.png
"\Phi _ { 1 } ^ { - } \Phi _ { 1 } ^ { + } = \Phi _ { 2 } ^ { - } \Phi _ { 2 } ^ { + } = \frac { \alpha } { \alpha ^ { 2 } - \beta ^ { 2 } } , \Phi _ { 1 } ^ { - } \Phi _ { 2 } ^ { + } = \Phi _ { 2 } ^ { - } \Phi _ { 1 } ^ { + } = \frac { \beta } { \alpha ^ { 2 } - \beta ^ { 2 } } .",6e436fff13.png
\langle \psi | \tilde { H } _ { r e l } | \psi _ { \theta } \rangle = \frac { k ^ { 2 } } { m } \langle \psi | \psi _ { \theta } \rangle,34788290d1.png
"H ( t ) = \int _ { \Sigma } d ^ { n - 1 } x \{ \pi _ { \alpha } ( x ) \dot { u } ^ { \alpha } ( x ) - L ( t ) \} , L ( t ) = \int _ { \Sigma } d ^ { n - 1 } x L ,",2d31162189.png
"\theta ( - R _ { 1 } , t ) = \theta ( R _ { 2 } , t ) = \phi ( - R _ { 1 } , t ) = \phi ( R _ { 2 } , t ) = 0 .",6c9fd0abc7.png
A ^ { - 1 } ( r ) = 1 - \epsilon ^ { 2 } + \frac { \beta } { 3 \sigma _ { 0 } ^ { 2 } } r ^ { 2 } - \frac { 2 G \sigma _ { 0 } M _ { A } ( r ) } { r },591d49fc49.png
"( \nabla _ { \mu } \nabla _ { \nu } - \nabla _ { \nu } \nabla _ { \mu } ) \varphi ^ { A } = R _ { B \mu \nu } ^ { A } \varphi ^ { B } , 7 m m R _ { B \mu \nu } ^ { A } \equiv \hat { R } _ { \mu \nu } ,",19bf0e1311.png
"\Lambda = d _ { 1 } \Lambda _ { 1 , 1 } + d _ { 2 } \Lambda _ { 1 , 2 }",66fa119f7f.png
"\tilde { b } ^ { \rho } = \frac { k ^ { 2 } b ^ { \rho } - ( b \cdot k ) k ^ { \rho } } { b ^ { 2 } k ^ { 2 } - ( b \cdot k ) ^ { 2 } } , \tilde { b } ^ { \rho } k _ { \rho } = 0 , \tilde { b } ^ { \rho } b _ { \rho } = 1 .",f11f204693.png
"[ [ \omega , \epsilon ] ] ^ { k i j } \equiv \sum _ { ( k i j ) } ( \omega ^ { k l } \partial _ { l } \epsilon ^ { i j } + \epsilon ^ { k l } \partial _ { l } \omega ^ { i j } ) = 0 ,",31584aadce.png
F ^ { 1 m } = 2 \partial A ^ { 1 m } .,733528b591.png
\omega _ { y } = i ( b + c - 1 / 2 ) \ln ( \overline { g } ^ { \prime } / g ^ { \prime } ) .,5ea9d01a52.png
"[ b _ { p } , b _ { p ^ { \prime } } ^ { \dag } ] = - [ \bar { a } _ { p } , \bar { a } _ { p ^ { \prime } } ^ { \dag } ] = ( 2 \pi ) ^ { 3 } \delta ^ { ( 3 ) } ( p - p ^ { \prime } )",c81af1072f.png
"H = - i \alpha ^ { \mu } ( x ) [ \partial _ { \mu } + \frac { i } { 2 } \omega _ { \mu } ( x ) - i V _ { \mu } ( x ) ] + \beta m ,",39b32d2d14.png
P ^ { ( \pm ) } = \frac { 1 } { 2 \sqrt { 3 } } \hat { \xi } _ { i } a d \lambda _ { i } ( \frac { 1 } { \sqrt 3 } \hat { \xi } _ { j } a d \lambda _ { j } \pm 1 ) .,6cfc44391c.png
"\Delta S = - C \xi \int d ^ { 2 } x \sqrt { g } [ \Phi \bar { h } _ { \mu \nu } ( R ^ { \mu \nu } - \frac { 1 } { 2 } R g ^ { \mu \nu } ) ] ,",426c79e68a.png
D _ { l _ { c } l _ { g } } ^ { J _ { D } } ( U _ { 1 0 } ) D _ { k _ { g } k _ { c } } ^ { J _ { C } } ( U _ { 1 0 } ^ { \dagger } ),163edfb415.png
N ( p ) = Q ^ { \dagger } ( p ) Q ( p ) .,3ff5bbc4ec.png
\Pi _ { M M ^ { \prime } } ^ { A A ^ { \prime } } ( m ^ { 2 } ) = \sum _ { i = 1 } ^ { 3 } ( \Pi _ { M M ^ { \prime } } ^ { ( i ) + A A ^ { \prime } } ( m ^ { 2 } ) + \alpha ^ { M ^ { \prime } } \eta ^ { A ^ { \prime } } \Pi _ { M M ^ { \prime } } ^ { ( i ) - A A ^ { \prime } } ( m ^ { 2 } ) ) .,3811914a54.png
\nabla _ { \mu } = \frac { \delta } { \delta X ^ { \mu } } + \omega _ { \mu a b } [ X ] ( \chi ^ { a } ( \sigma ) \overline { \chi } ^ { b } ( \sigma ) + \overline { \chi } ^ { a } ( \sigma ) \chi ^ { b } ( \sigma ) ),64ebad7ae6.png
